F5;F7;F10;F9
100995;4K1561;ALTA COMPLEJIDAD -30416005  / VIVA 1A;jul-18
100995;4K1561;ALTA COMPLEJIDAD -30416005  / VIVA 1A;jun-18
100995;4K1561;ALTA COMPLEJIDAD -30416005  / VIVA 1A;ago-18
101000;4K1561;ADMINISTRACION SAM´S - 30408005  / CALLE 26;jul-18
101000;4K1561;ADMINISTRACION SAM´S - 30408005  / CALLE 26;jun-18
101000;4K1561;ADMINISTRACION SAM´S - 30408005  / CALLE 26;ago-18
101001;4K1561;MEDICINA GENERAL - 30208013  / CHIA;jul-18
101001;4K1561;MEDICINA GENERAL - 30208013  / CHIA;jun-18
101001;4K1561;MEDICINA GENERAL - 30208013  / CHIA;ago-18
101009;4K1561;ALTA COMPLEJIDAD -30416005  / VIVA 1A;jul-18
101009;4K1561;ALTA COMPLEJIDAD -30416005  / VIVA 1A;jun-18
101009;4K1561;ALTA COMPLEJIDAD -30416005  / VIVA 1A;ago-18
101013;4K1561;MEDICINA GENERAL - 30208013  / 1RA DE MAYO;jul-18
101013;4K1561;MEDICINA GENERAL - 30208013  / 1RA DE MAYO;jun-18
101013;4K1561;MEDICINA GENERAL - 30208013  / 1RA DE MAYO;ago-18
101014;4K1561;ADMINISTRACION SAM´S - 30408005  / AUTOPISTA SUR - 1100220;jul-18
101014;4K1561;ADMINISTRACION SAM´S - 30408005  / AUTOPISTA SUR - 1100220;jun-18
101014;4K1561;ADMINISTRACION SAM´S - 30408005  / AUTOPISTA SUR - 1100220;ago-18
102206;4K1561;MEDICINA GENERAL - 30208013  / SEDE KENNEDY;jul-18
102206;4K1561;MEDICINA GENERAL - 30208013  / SEDE KENNEDY;jun-18
102206;4K1561;MEDICINA GENERAL - 30208013  / SEDE KENNEDY;ago-18
100740;4K1561;ADMINISTRACION SAM´S - 30408005  / AUTOPISTA SUR - 1100220;jul-18
100740;4K1561;ADMINISTRACION SAM´S - 30408005  / AUTOPISTA SUR - 1100220;jun-18
100740;4K1561;ADMINISTRACION SAM´S - 30408005  / AUTOPISTA SUR - 1100220;ago-18
101017;4K1561;ALTA COMPLEJIDAD -30416005  / VIVA 1A;jul-18
101017;4K1561;ALTA COMPLEJIDAD -30416005  / VIVA 1A;jun-18
101017;4K1561;ALTA COMPLEJIDAD -30416005  / VIVA 1A;ago-18
101018;4K1561;MEDICINA GENERAL - 30208013  / FONTIBON;jul-18
101018;4K1561;MEDICINA GENERAL - 30208013  / FONTIBON;jun-18
101018;4K1561;MEDICINA GENERAL - 30208013  / FONTIBON;ago-18
101212;4K1891;ADMINISTRACION SAM´S - 30408005  / CALLE 26;jul-18
101212;4K1891;ADMINISTRACION SAM´S - 30408005  / CALLE 26;jun-18
101212;4K1891;ADMINISTRACION SAM´S - 30408005  / CALLE 26;ago-18
101255;4K1891;ADMINISTRACION SAM´S - 30408005  / AUTOPISTA SUR - 1100220;jul-18
101255;4K1891;ADMINISTRACION SAM´S - 30408005  / AUTOPISTA SUR - 1100220;jun-18
101255;4K1891;ADMINISTRACION SAM´S - 30408005  / AUTOPISTA SUR - 1100220;ago-18
101572;4K1891;ADMINISTRACION SAM´S - 30408005  / 1RA DE MAYO;jul-18
101572;4K1891;ADMINISTRACION SAM´S - 30408005  / 1RA DE MAYO;jun-18
101572;4K1891;ADMINISTRACION SAM´S - 30408005  / 1RA DE MAYO;ago-18
101611;4K1891;ADMINISTRACION SAM´S - 30408005  / FONTIBON;jul-18
101611;4K1891;ADMINISTRACION SAM´S - 30408005  / FONTIBON;jun-18
101611;4K1891;ADMINISTRACION SAM´S - 30408005  / FONTIBON;ago-18
101741;4K1891;ALTA COMPLEJIDAD -30416005  / VIVA 1A;jul-18
101741;4K1891;ALTA COMPLEJIDAD -30416005  / VIVA 1A;jun-18
101741;4K1891;ALTA COMPLEJIDAD -30416005  / VIVA 1A;ago-18
101939;4K1891;PYP - 30218012  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
101939;4K1891;PYP - 30218012  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
101939;4K1891;PYP - 30218012  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
101969;4K1891;ADMINISTRACION SAM´S - 30408005  / SEDE CALLE 67;jul-18
101969;4K1891;ADMINISTRACION SAM´S - 30408005  / SEDE CALLE 67;jun-18
101969;4K1891;ADMINISTRACION SAM´S - 30408005  / SEDE CALLE 67;ago-18
100880;4K1891;ADMINISTRACION SAM´S - 30408005  / CHIA;jul-18
100880;4K1891;ADMINISTRACION SAM´S - 30408005  / CHIA;jun-18
100880;4K1891;ADMINISTRACION SAM´S - 30408005  / CHIA;ago-18
100986;4K1891;ADMINISTRACION SAM´S - 30408005  / CALLE 42;jul-18
100986;4K1891;ADMINISTRACION SAM´S - 30408005  / CALLE 42;jun-18
100986;4K1891;ADMINISTRACION SAM´S - 30408005  / CALLE 42;ago-18
101063;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA LA MAGDALENA;jul-18
101063;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA LA MAGDALENA;jun-18
101063;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA LA MAGDALENA;ago-18
101067;5D1291;TOMA DE MUESTRAS-30401090  / UNIDAD DE SERVICIOS CALLE 145;jul-18
101067;5D1291;TOMA DE MUESTRAS-30401090  / UNIDAD DE SERVICIOS CALLE 145;jun-18
101067;5D1291;TOMA DE MUESTRAS-30401090  / UNIDAD DE SERVICIOS CALLE 145;ago-18
101068;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA JUAN N CORPAS - 1100212;jul-18
101068;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA JUAN N CORPAS - 1100212;jun-18
101068;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA JUAN N CORPAS - 1100212;ago-18
101077;5D1291;SALUD EMPRESARIAL Y OCUPACIONAL - 30409001  / CALLE 26;jul-18
101077;5D1291;SALUD EMPRESARIAL Y OCUPACIONAL - 30409001  / CALLE 26;jun-18
101077;5D1291;SALUD EMPRESARIAL Y OCUPACIONAL - 30409001  / CALLE 26;ago-18
101083;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / FONTIBON;jul-18
101083;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / FONTIBON;jun-18
101083;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / FONTIBON;ago-18
101097;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;jul-18
101097;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;jun-18
101097;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;ago-18
101099;5D1291;TOMA DE MUESTRAS-30401090  / ANDAR ALQUERIA;jul-18
101099;5D1291;TOMA DE MUESTRAS-30401090  / ANDAR ALQUERIA;jun-18
101099;5D1291;TOMA DE MUESTRAS-30401090  / ANDAR ALQUERIA;ago-18
101100;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
101100;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
101100;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
101108;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / CALLE 153 - CARRERA 59 152B-79;jul-18
101108;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / CALLE 153 - CARRERA 59 152B-79;jun-18
101108;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / CALLE 153 - CARRERA 59 152B-79;ago-18
101130;5D1291;TOMA DE MUESTRAS-30401090  / SOCIEDAD MEDICA INTEGRAL;jul-18
101130;5D1291;TOMA DE MUESTRAS-30401090  / SOCIEDAD MEDICA INTEGRAL;jun-18
101130;5D1291;TOMA DE MUESTRAS-30401090  / SOCIEDAD MEDICA INTEGRAL;ago-18
101148;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;jul-18
101148;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;jun-18
101148;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;ago-18
101158;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;jul-18
101158;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;jun-18
101158;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;ago-18
101160;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 127- UNIDAD MEDICA SANTA FE;jul-18
101160;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 127- UNIDAD MEDICA SANTA FE;jun-18
101160;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 127- UNIDAD MEDICA SANTA FE;ago-18
101166;5D1291;TOMA DE MUESTRAS-30401090  / CHIA;jul-18
101166;5D1291;TOMA DE MUESTRAS-30401090  / CHIA;jun-18
101166;5D1291;TOMA DE MUESTRAS-30401090  / CHIA;ago-18
101172;5D1291;TOMA DE MUESTRAS-30401090  / CHIA;jul-18
101172;5D1291;TOMA DE MUESTRAS-30401090  / CHIA;jun-18
101172;5D1291;TOMA DE MUESTRAS-30401090  / CHIA;ago-18
101191;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / CLINICA PALERMO;jul-18
101191;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / CLINICA PALERMO;jun-18
101191;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / CLINICA PALERMO;ago-18
101206;5D1291;TOMA DE MUESTRAS-30401090  / SEDE LA CARO;jul-18
101206;5D1291;TOMA DE MUESTRAS-30401090  / SEDE LA CARO;jun-18
101206;5D1291;TOMA DE MUESTRAS-30401090  / SEDE LA CARO;ago-18
101249;5D1291;TOMA DE MUESTRAS-30401090  / 1RA DE MAYO;jul-18
101249;5D1291;TOMA DE MUESTRAS-30401090  / 1RA DE MAYO;jun-18
101249;5D1291;TOMA DE MUESTRAS-30401090  / 1RA DE MAYO;ago-18
101251;5D1291;TOMA DE MUESTRAS-30401090  / 1RA DE MAYO;jul-18
101251;5D1291;TOMA DE MUESTRAS-30401090  / 1RA DE MAYO;jun-18
101251;5D1291;TOMA DE MUESTRAS-30401090  / 1RA DE MAYO;ago-18
101262;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;jul-18
101262;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;jun-18
101262;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;ago-18
101278;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
101278;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
101278;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
101284;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / UNIDAD DE SERVICIOS CALLE 145;jul-18
101284;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / UNIDAD DE SERVICIOS CALLE 145;jun-18
101284;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / UNIDAD DE SERVICIOS CALLE 145;ago-18
101298;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
101298;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
101298;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
101305;5D1291;TOMA DE MUESTRAS-30401090  / SEDE LA CARO;jul-18
101305;5D1291;TOMA DE MUESTRAS-30401090  / SEDE LA CARO;jun-18
101305;5D1291;TOMA DE MUESTRAS-30401090  / SEDE LA CARO;ago-18
101310;5D1291;TOMA DE MUESTRAS-30401090  / SEDE CALLE 67;jul-18
101310;5D1291;TOMA DE MUESTRAS-30401090  / SEDE CALLE 67;jun-18
101310;5D1291;TOMA DE MUESTRAS-30401090  / SEDE CALLE 67;ago-18
101318;5D1291;TOMA DE MUESTRAS-30401090  / UNIDAD DE SERVICIOS CALLE 145;jul-18
101318;5D1291;TOMA DE MUESTRAS-30401090  / UNIDAD DE SERVICIOS CALLE 145;jun-18
101318;5D1291;TOMA DE MUESTRAS-30401090  / UNIDAD DE SERVICIOS CALLE 145;ago-18
101345;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;jul-18
101345;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;jun-18
101345;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;ago-18
101354;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA FOREST MEDICAL CENTER;jul-18
101354;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA FOREST MEDICAL CENTER;jun-18
101354;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA FOREST MEDICAL CENTER;ago-18
101356;5D1291;TOMA DE MUESTRAS-30401090  / HOSPITAL UNIVERSITARIO MAYOR;jul-18
101356;5D1291;TOMA DE MUESTRAS-30401090  / HOSPITAL UNIVERSITARIO MAYOR;jun-18
101356;5D1291;TOMA DE MUESTRAS-30401090  / HOSPITAL UNIVERSITARIO MAYOR;ago-18
101363;5D1291;TOMA DE MUESTRAS-30401090  / SEDE LA CARO;jul-18
101363;5D1291;TOMA DE MUESTRAS-30401090  / SEDE LA CARO;jun-18
101363;5D1291;TOMA DE MUESTRAS-30401090  / SEDE LA CARO;ago-18
101375;5D1291;TOMA DE MUESTRAS-30401090  / SALITRE EL GRECO CLL 53 NO 67 B 35 - 1100207;jul-18
101375;5D1291;TOMA DE MUESTRAS-30401090  / SALITRE EL GRECO CLL 53 NO 67 B 35 - 1100207;jun-18
101375;5D1291;TOMA DE MUESTRAS-30401090  / SALITRE EL GRECO CLL 53 NO 67 B 35 - 1100207;ago-18
101381;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;jul-18
101381;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;jun-18
101381;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;ago-18
101395;5D1291;TOMA DE MUESTRAS-30401090  / SOCIEDAD MEDICA INTEGRAL;jul-18
101395;5D1291;TOMA DE MUESTRAS-30401090  / SOCIEDAD MEDICA INTEGRAL;jun-18
101395;5D1291;TOMA DE MUESTRAS-30401090  / SOCIEDAD MEDICA INTEGRAL;ago-18
101400;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PATERNON;jul-18
101400;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PATERNON;jun-18
101400;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PATERNON;ago-18
101408;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;jul-18
101408;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;jun-18
101408;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;ago-18
101409;5D1291;TOMA DE MUESTRAS-30401090  / ANDAR KENNEDY;jul-18
101409;5D1291;TOMA DE MUESTRAS-30401090  / ANDAR KENNEDY;jun-18
101409;5D1291;TOMA DE MUESTRAS-30401090  / ANDAR KENNEDY;ago-18
101410;5D1291;UNIDAD DE MICROBIOLOGÍA - 30401007  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;jul-18
101410;5D1291;UNIDAD DE MICROBIOLOGÍA - 30401007  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;jun-18
101410;5D1291;UNIDAD DE MICROBIOLOGÍA - 30401007  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;ago-18
101414;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;jul-18
101414;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;jun-18
101414;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;ago-18
101418;5D1291;TOMA DE MUESTRAS-30401090  / HOSPITAL UNIVERSITARIO MAYOR;jul-18
101418;5D1291;TOMA DE MUESTRAS-30401090  / HOSPITAL UNIVERSITARIO MAYOR;jun-18
101418;5D1291;TOMA DE MUESTRAS-30401090  / HOSPITAL UNIVERSITARIO MAYOR;ago-18
101433;5D1291;TOMA DE MUESTRAS-30401090  / SOCIEDAD MEDICA INTEGRAL;jul-18
101433;5D1291;TOMA DE MUESTRAS-30401090  / SOCIEDAD MEDICA INTEGRAL;jun-18
101433;5D1291;TOMA DE MUESTRAS-30401090  / SOCIEDAD MEDICA INTEGRAL;ago-18
101454;5D1291;TOMA DE MUESTRAS-30401090  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;jul-18
101454;5D1291;TOMA DE MUESTRAS-30401090  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;jun-18
101454;5D1291;TOMA DE MUESTRAS-30401090  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;ago-18
101464;5D1291;TOMA DE MUESTRAS-30401090  / C.A.A. BARRIOS UNIDOS;jul-18
101464;5D1291;TOMA DE MUESTRAS-30401090  / C.A.A. BARRIOS UNIDOS;jun-18
101464;5D1291;TOMA DE MUESTRAS-30401090  / C.A.A. BARRIOS UNIDOS;ago-18
101467;5D1291;TOMA DE MUESTRAS-30401090  / ANDAR ALQUERIA;jul-18
101467;5D1291;TOMA DE MUESTRAS-30401090  / ANDAR ALQUERIA;jun-18
101467;5D1291;TOMA DE MUESTRAS-30401090  / ANDAR ALQUERIA;ago-18
101499;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA EL BOSQUE;jul-18
101499;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA EL BOSQUE;jun-18
101499;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA EL BOSQUE;ago-18
101501;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA JUAN N CORPAS - 1100212;jul-18
101501;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA JUAN N CORPAS - 1100212;jun-18
101501;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA JUAN N CORPAS - 1100212;ago-18
101504;5D1291;TOMA DE MUESTRAS-30401090  / CEMEV;jul-18
101504;5D1291;TOMA DE MUESTRAS-30401090  / CEMEV;jun-18
101504;5D1291;TOMA DE MUESTRAS-30401090  / CEMEV;ago-18
101508;5D1291;UNIDAD DE PARASITOLOGÍA - 30401006  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;jul-18
101508;5D1291;UNIDAD DE PARASITOLOGÍA - 30401006  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;jun-18
101508;5D1291;UNIDAD DE PARASITOLOGÍA - 30401006  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;ago-18
101524;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;jul-18
101524;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;jun-18
101524;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;ago-18
101529;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;jul-18
101529;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;jun-18
101529;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;ago-18
101532;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / CLINICA EL COUNTRY CRA 18 N. 86 46 - 1100206;jul-18
101532;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / CLINICA EL COUNTRY CRA 18 N. 86 46 - 1100206;jun-18
101532;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / CLINICA EL COUNTRY CRA 18 N. 86 46 - 1100206;ago-18
101539;5D1291;TOMA DE MUESTRAS-30401090  / SAMU SUR;jul-18
101539;5D1291;TOMA DE MUESTRAS-30401090  / SAMU SUR;jun-18
101539;5D1291;TOMA DE MUESTRAS-30401090  / SAMU SUR;ago-18
101549;5D1291;TOMA DE MUESTRAS-30401090  / FONTIBON;jul-18
101549;5D1291;TOMA DE MUESTRAS-30401090  / FONTIBON;jun-18
101549;5D1291;TOMA DE MUESTRAS-30401090  / FONTIBON;ago-18
101555;5D1291;TOMA DE MUESTRAS-30401090  / SEDE KENNEDY;jul-18
101555;5D1291;TOMA DE MUESTRAS-30401090  / SEDE KENNEDY;jun-18
101555;5D1291;TOMA DE MUESTRAS-30401090  / SEDE KENNEDY;ago-18
101568;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;jul-18
101568;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;jun-18
101568;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;ago-18
101574;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / C.A.A. BARRIOS UNIDOS;jul-18
101574;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / C.A.A. BARRIOS UNIDOS;jun-18
101574;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / C.A.A. BARRIOS UNIDOS;ago-18
101575;5D1291;TOMA DE MUESTRAS-30401090  / SALITRE EL GRECO CLL 53 NO 67 B 35 - 1100207;jul-18
101575;5D1291;TOMA DE MUESTRAS-30401090  / SALITRE EL GRECO CLL 53 NO 67 B 35 - 1100207;jun-18
101575;5D1291;TOMA DE MUESTRAS-30401090  / SALITRE EL GRECO CLL 53 NO 67 B 35 - 1100207;ago-18
101594;5D1291;TOMA DE MUESTRAS-30401090  / ACUEDUCTO;jul-18
101594;5D1291;TOMA DE MUESTRAS-30401090  / ACUEDUCTO;jun-18
101594;5D1291;TOMA DE MUESTRAS-30401090  / ACUEDUCTO;ago-18
101604;5D1291;TOMA DE MUESTRAS-30401090  / SEDE KENNEDY;jul-18
101604;5D1291;TOMA DE MUESTRAS-30401090  / SEDE KENNEDY;jun-18
101604;5D1291;TOMA DE MUESTRAS-30401090  / SEDE KENNEDY;ago-18
101634;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / SEDE KENNEDY;jul-18
101634;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / SEDE KENNEDY;jun-18
101634;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / SEDE KENNEDY;ago-18
101635;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;jul-18
101635;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;jun-18
101635;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA PALERMO;ago-18
101638;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;jul-18
101638;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;jun-18
101638;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 26;ago-18
101674;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / VIVA 1A;jul-18
101674;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / VIVA 1A;jun-18
101674;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / VIVA 1A;ago-18
101685;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA JUAN N CORPAS - 1100212;jul-18
101685;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA JUAN N CORPAS - 1100212;jun-18
101685;5D1291;TOMA DE MUESTRAS-30401090  / CLINICA JUAN N CORPAS - 1100212;ago-18
101690;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 42;jul-18
101690;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 42;jun-18
101690;5D1291;TOMA DE MUESTRAS-30401090  / CALLE 42;ago-18
101699;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
101699;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
101699;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
101704;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
101704;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
101704;5D1291;TOMA DE MUESTRAS-30401090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
101715;5D1291;TOMA DE MUESTRAS-30401090  / SALITRE EL GRECO CLL 53 NO 67 B 35 - 1100207;jul-18
101715;5D1291;TOMA DE MUESTRAS-30401090  / SALITRE EL GRECO CLL 53 NO 67 B 35 - 1100207;jun-18
101715;5D1291;TOMA DE MUESTRAS-30401090  / SALITRE EL GRECO CLL 53 NO 67 B 35 - 1100207;ago-18
101736;5D1291;TOMA DE MUESTRAS-30401090  / AUTOPISTA SUR - 1100220;jul-18
101736;5D1291;TOMA DE MUESTRAS-30401090  / AUTOPISTA SUR - 1100220;jun-18
101736;5D1291;TOMA DE MUESTRAS-30401090  / AUTOPISTA SUR - 1100220;ago-18
101742;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / UNIDAD DE SERVICIOS CALLE 134;jul-18
101742;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / UNIDAD DE SERVICIOS CALLE 134;jun-18
101742;5D1291;UNIDAD DE BIOQUIMICA - 30401001  / UNIDAD DE SERVICIOS CALLE 134;ago-18
101752;5D1291;UNIDAD DE HEMATOLOGÍA - 30401004  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;jul-18
101752;5D1291;UNIDAD DE HEMATOLOGÍA - 30401004  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;jun-18
101752;5D1291;UNIDAD DE HEMATOLOGÍA - 30401004  / CENTRAL PROC. LABORATORIO CALLE 63 Nº 28;ago-18
101777;5D1291;TOMA DE MUESTRAS-30401090  / SEDE LA CARO;jul-18
101777;5D1291;TOMA DE MUESTRAS-30401090  / SEDE LA CARO;jun-18
101777;5D1291;TOMA DE MUESTRAS-30401090  / SEDE LA CARO;ago-18
101797;5D1291;TOMA DE MUESTRAS-30401090  / 20 DE JULIO;jul-18
101797;5D1291;TOMA DE MUESTRAS-30401090  / 20 DE JULIO;jun-18
101797;5D1291;TOMA DE MUESTRAS-30401090  / 20 DE JULIO;ago-18
101798;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / CLINICA FOREST MEDICAL CENTER;jul-18
101798;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / CLINICA FOREST MEDICAL CENTER;jun-18
101798;5D1291;ADMINISTRACIÓN LABORATORIO CLÍNICO - 30401080  / CLINICA FOREST MEDICAL CENTER;ago-18
101799;5D1291;TOMA DE MUESTRAS-30401090  / ACUEDUCTO;jul-18
101799;5D1291;TOMA DE MUESTRAS-30401090  / ACUEDUCTO;jun-18
101799;5D1291;TOMA DE MUESTRAS-30401090  / ACUEDUCTO;ago-18
101803;5D1291;TOMA DE MUESTRAS-30401090  / VIVA 1A;jul-18
101803;5D1291;TOMA DE MUESTRAS-30401090  / VIVA 1A;jun-18
101803;5D1291;TOMA DE MUESTRAS-30401090  / VIVA 1A;ago-18
101804;5D1291;TOMA DE MUESTRAS-30401090  / SEDE KENNEDY;jul-18
101804;5D1291;TOMA DE MUESTRAS-30401090  / SEDE KENNEDY;jun-18
101804;5D1291;TOMA DE MUESTRAS-30401090  / SEDE KENNEDY;ago-18
